Id,SalePrice
1842,71459.02
1843,138168.66
1844,146014.93
1845,131038.78
1846,160764.11
1847,153909.21
1848,60237.82
1849,108282.5
1850,121456.26
1851,153614.43
1852,127520.02
1853,133582.78
1854,175859.12
1855,140234.45
1856,218316.34
1857,171934.32
1858,137663.27
1859,122825.81
1860,144496.3
1861,121622.08
1862,314243.45
1863,312853.39
1864,312853.39
1865,362133.18
1866,346246.59
1867,248950.01
1868,306668.68
1869,202083.12
1870,264212.86
1871,268798.69
1872,171544.32
1873,222251.89
1874,145352.72
1875,222161.96
1876,188628.33
1877,222934.41
1878,208527.77
1879,135551.68
1880,132983.69
1881,238549.34
1882,255484.66
1883,193016.01
1884,200095.33
1885,266990.08
1886,307243.8
1887,209162.49
1888,297861.91
1889,160211.0
1890,136842.1
1891,143120.83
1892,110534.85
1893,132623.86
1894,138450.43
1895,141023.54
1896,127999.44
1897,107966.45
1898,115183.35
1899,157598.18
1900,160821.48
1901,166826.6
1902,147199.95
1903,217010.45
1904,136452.84
1905,197506.63
1906,170506.5
1907,206186.97
1908,114121.36
1909,135968.12
1910,124625.13
1911,217053.67
1912,301728.78
1913,151499.38
1914,69480.81
1915,329270.47
1916,81467.47
1917,263323.04
1918,138045.16
1919,159278.26
1920,141225.87
1921,455591.19
1922,343658.32
1923,204965.59
1924,220024.85
1925,209347.15
1926,395073.51
1927,137229.21
1928,155649.12
1929,124005.56
1930,135001.14
1931,145334.23
1932,134089.21
1933,181778.83
1934,177622.22
1935,174309.27
1936,189014.95
1937,175420.18
1938,161890.78
1939,252236.44
1940,197228.75
1941,173873.33
1942,180835.82
1943,223291.05
1944,330386.81
1945,375535.32
1946,147668.93
1947,324556.6
1948,174432.05
1949,234182.43
1950,178825.76
1951,249830.4
1952,212879.05
1953,163574.62
1954,182310.12
1955,124593.72
1956,318962.81
1957,161190.2
1958,304004.09
1959,135438.07
1960,115362.21
1961,113720.2
1962,98506.89
1963,107530.61
1964,101322.78
1965,150788.1
1966,158135.61
1967,298177.53
1968,437475.96
1969,383522.18
1970,451267.35
1971,476030.39
1972,356277.75
1973,265605.95
1974,315255.68
1975,522930.07
1976,267175.9
1977,350754.77
1978,393151.04
1979,321120.46
1980,187316.01
1981,350844.98
1982,238561.83
1983,218027.86
1984,174485.19
1985,228845.82
1986,225056.82
1987,186993.25
1988,170994.57
1989,187875.93
1990,217135.77
1991,232350.0
1992,206328.03
1993,175431.22
1994,236701.28
1995,187113.16
1996,250050.8
1997,314462.15
1998,333933.73
1999,263504.26
2000,300807.02
2001,257186.28
2002,246290.11
2003,244979.95
2004,270638.46
2005,242252.74
2006,241753.46
2007,244414.66
2008,215856.23
2009,183199.49
2010,193551.44
2011,152424.19
2012,180640.87
2013,182808.76
2014,184708.29
2015,200179.73
2016,186978.94
2017,196891.46
2018,119174.67
2019,136319.31
2020,115181.43
2021,112305.81
2022,194730.57
2023,132233.5
2024,226358.75
2025,414949.93
2026,179286.4
2027,152019.17
2028,154770.07
2029,166575.99
2030,286238.05
2031,284035.18
2032,291022.74
2033,276776.99
2034,160338.4
2035,206936.85
2036,202634.18
2037,211523.33
2038,292678.56
2039,232656.21
2040,385504.03
2041,269865.57
2042,198937.83
2043,181317.4
2044,185892.07
2045,201697.76
2046,139790.51
2047,145710.84
2048,134107.1
2049,136611.99
2050,189338.63
2051,111273.96
2052,122459.66
2053,148863.08
2054,89090.1
2055,164027.99
2056,131177.56
2057,123341.22
2058,222533.17
2059,131014.07
2060,167421.58
2061,198216.85
2062,134658.53
2063,117103.65
2064,137603.91
2065,124403.95
2066,168417.56
2067,127093.67
2068,147670.07
2069,93761.07
2070,112995.35
2071,95166.96
2072,119558.1
2073,140659.74
2074,192838.52
2075,148189.71
2076,125236.36
2077,145632.61
2078,127872.06
2079,134934.97
2080,120546.22
2081,124292.71
2082,136999.98
2083,148742.55
2084,112669.71
2085,117959.03
2086,119469.55
2087,114530.13
2088,91564.7
2089,79853.89
2090,127678.77
2091,128297.73
2092,125326.04
2093,129556.86
2094,136401.63
2095,152306.24
2096,81039.89
2097,93002.54
2098,146164.49
2099,61531.74
2100,102417.31
2101,124407.21
2102,138649.89
2103,95180.18
2104,129276.71
2105,125294.47
2106,66290.52
2107,224269.16
2108,110314.2
2109,112227.5
2110,137919.62
2111,147775.78
2112,123909.22
2113,115121.99
2114,104660.04
2115,144049.67
2116,118001.19
2117,141245.47
2118,116838.55
2119,101477.48
2120,114902.45
2121,106290.65
2122,108684.01
2123,82990.0
2124,170904.84
2125,125623.84
2126,141118.12
2127,153597.67
2128,121731.45
2129,108845.44
2130,136800.6
2131,151704.68
2132,115505.77
2133,129138.38
2134,119803.0
2135,105643.97
2136,77205.65
2137,113040.95
2138,124054.68
2139,159977.25
2140,139707.81
2141,150807.61
2142,125718.1
2143,133448.92
2144,132755.65
2145,138619.56
2146,166863.54
2147,131935.14
2148,125753.11
2149,137779.39
2150,223563.06
2151,123671.25
2152,213170.76
2153,166474.84
2154,118146.87
2155,136710.55
2156,243446.49
2157,232239.07
2158,241379.81
2159,218268.51
2160,171339.02
2161,244154.1
2162,424057.17
2163,341852.68
2164,266129.21
2165,174383.16
2166,147384.3
2167,231728.77
2168,195510.8
2169,195841.99
2170,209131.34
2171,142290.25
2172,130482.85
2173,160685.52
2174,235894.97
2175,310615.57
2176,318897.83
2177,249497.53
2178,213846.12
2179,140761.75
2180,212911.62
2181,189796.53
2182,220893.58
2183,193869.79
2184,130259.09
2185,136521.48
2186,145829.04
2187,159762.28
2188,153545.51
2189,236169.98
2190,90745.46
2191,90745.46
2192,99021.95
2193,108982.59
2194,111577.92
2195,118881.54
2196,97547.4
2197,117511.77
2198,164694.57
2199,167833.63
2200,147568.74
2201,144881.66
2202,217775.47
2203,150495.98
2204,185461.52
2205,111958.19
2206,150521.33
2207,220975.64
2208,252082.2
2209,212229.33
2210,124602.59
2211,115865.98
2212,111940.01
2213,113017.37
2214,119945.91
2215,110690.58
2216,152513.94
2217,81632.6
2218,86674.07
2219,75955.43
2220,77735.53
2221,329270.47
2222,279896.4
2223,301246.74
2224,207605.59
2225,118248.83
2226,182236.11
2227,191625.31
2228,292623.72
2229,235461.86
2230,150639.61
2231,215042.13
2232,170705.93
2233,163969.24
2234,267196.25
2235,216719.38
2236,283035.27
2237,353062.72
2238,225035.13
2239,127099.5
2240,160077.98
2241,159858.88
2242,127950.56
2243,124135.51
2244,113159.96
2245,116596.68
2246,144281.03
2247,111268.62
2248,128022.39
2249,127780.09
2250,134110.8
2251,118302.83
2252,174587.98
2253,144824.87
2254,176646.84
2255,179337.81
2256,190575.77
2257,209250.03
2258,178057.45
2259,172329.89
2260,165306.49
2261,204645.76
2262,243187.46
2263,339230.78
2264,508546.56
2265,169033.75
2266,305691.39
2267,402509.39
2268,378687.22
2269,142708.08
2270,186783.04
2271,220918.01
2272,208194.09
2273,161412.44
2274,169885.61
2275,169043.2
2276,192827.8
2277,173629.04
2278,148890.18
2279,127329.8
2280,132093.36
2281,161249.46
2282,187214.6
2283,102721.53
2284,113002.74
2285,163870.34
2286,124256.43
2287,349062.67
2288,273621.15
2289,376679.21
2290,428371.94
2291,320360.13
2292,406627.15
2293,533585.3
2294,425214.62
2295,481850.6
2296,273888.09
2297,311446.86
2298,315336.92
2299,417867.89
2300,336769.99
2301,279741.63
2302,234374.23
2303,231914.93
2304,246164.33
2305,172658.7
2306,169449.17
2307,176510.7
2308,220914.25
2309,290811.55
2310,224905.63
2311,204184.03
2312,171265.08
2313,171891.46
2314,186685.05
2315,178318.59
2316,175146.98
2317,185142.9
2318,181013.94
2319,181812.51
2320,192467.88
2321,257445.25
2322,180955.35
2323,176533.09
2324,165883.72
2325,208029.14
2326,162556.3
2327,212759.83
2328,226006.73
2329,181919.27
2330,173218.01
2331,341251.36
2332,417562.05
2333,318827.87
2334,262238.32
2335,276126.22
2336,320952.39
2337,201611.49
2338,285340.1
2339,227008.72
2340,392762.81
2341,205553.39
2342,233455.8
2343,219557.15
2344,240543.89
2345,239495.86
2346,236846.72
2347,201697.13
2348,239849.42
2349,168121.96
2350,292244.07
2351,243138.43
2352,242198.9
2353,230502.07
2354,150854.32
2355,172664.05
2356,154019.03
2357,197434.41
2358,192263.0
2359,129991.19
2360,115574.55
2361,146443.22
2362,275219.24
2363,138286.41
2364,161013.62
2365,236335.35
2366,213413.65
2367,226747.67
2368,234565.4
2369,223002.96
2370,164538.81
2371,167656.8
2372,190591.7
2373,285238.7
2374,314747.02
2375,247623.06
2376,271717.72
2377,337240.65
2378,137682.13
2379,190732.96
2380,137399.19
2381,164646.52
2382,197560.88
2383,203262.86
2384,236799.74
2385,160305.52
2386,138831.26
2387,136004.85
2388,105073.27
2389,125837.67
2390,143799.97
2391,143259.5
2392,117415.11
2393,174334.86
2394,148079.06
2395,209362.77
2396,139139.83
2397,217953.99
2398,125130.5
2399,71351.92
2400,65223.47
2401,110799.15
2402,141224.99
2403,137904.66
2404,142478.5
2405,156515.97
2406,141904.35
2407,131362.78
2408,141342.61
2409,125884.86
2410,169706.31
2411,122564.16
2412,158557.26
2413,130132.38
2414,138971.11
2415,134780.21
2416,133530.24
2417,133271.65
2418,125515.57
2419,115923.36
2420,125032.61
2421,157153.44
2422,112163.83
2423,137654.83
2424,146576.79
2425,208950.0
2426,125752.38
2427,143033.26
2428,176139.22
2429,113728.43
2430,129633.4
2431,112014.66
2432,146744.43
2433,146356.25
2434,138755.86
2435,151706.81
2436,113397.24
2437,105439.97
2438,129219.99
2439,117072.41
2440,123003.63
2441,101088.87
2442,97777.23
2443,114770.95
2444,122444.02
2445,85193.64
2446,119413.79
2447,202808.33
2448,125382.11
2449,104451.39
2450,141739.77
2451,123174.4
2452,208875.37
2453,97990.48
2454,122153.77
2455,126294.95
2456,132580.55
2457,119635.01
2458,114681.5
2459,105128.27
2460,125608.35
2461,109707.41
2462,129668.47
2463,119682.31
2464,162165.27
2465,132036.88
2466,110727.44
2467,140136.77
2468,79239.52
2469,79272.13
2470,187042.85
2471,209567.8
2472,170532.35
2473,114620.5
2474,84743.83
2475,224009.67
2476,114765.8
2477,123468.78
2478,168239.93
2479,110948.21
2480,145888.16
2481,120483.51
2482,131367.42
2483,112937.94
2484,113683.72
2485,123811.77
2486,152085.8
2487,186541.5
2488,157345.78
2489,149349.6
2490,145949.87
2491,96727.56
2492,180837.55
2493,149450.55
2494,158163.9
2495,91855.09
2496,216579.77
2497,147012.03
2498,114437.68
2499,99798.52
2500,127603.03
2501,145051.59
2502,146868.68
2503,94317.26
2504,198816.54
2505,224888.53
2506,261092.47
2507,308785.9
2508,261092.47
2509,214237.18
2510,230161.34
2511,177828.68
2512,204218.48
2513,207177.75
2514,229425.34
2515,151167.66
2516,159293.94
2517,138230.38
2518,146664.85
2519,222563.24
2520,204122.16
2521,189385.71
2522,217806.29
2523,128191.06
2524,139664.02
2525,140159.62
2526,140662.61
2527,122483.15
2528,129710.14
2529,137353.63
2530,123526.3
2531,250125.15
2532,224685.32
2533,195533.66
2534,232268.75
2535,307200.01
2536,232070.95
2537,254371.85
2538,186888.73
2539,187325.04
2540,171146.96
2541,181970.28
2542,161339.13
2543,127197.56
2544,117063.5
2545,130110.64
2546,136428.48
2547,141572.09
2548,161746.09
2549,151353.28
2550,696205.96
2551,143789.87
2552,119804.4
2553,77308.09
2554,116573.79
2555,123679.17
2556,112876.68
2557,115549.49
2558,190344.77
2559,146079.93
2560,139787.31
2561,148571.1
2562,138529.38
2563,153335.24
2564,184389.5
2565,146531.64
2566,161564.8
2567,133375.14
2568,203747.2
2569,209411.73
2570,122467.5
2571,176122.18
2572,197407.62
2573,213313.19
2574,267117.24
2575,136278.91
2576,131555.55
2577,164614.48
2578,88275.56
2579,66391.87
2580,139022.94
2581,113828.52
2582,115798.61
2583,293964.86
2584,160573.78
2585,168698.42
2586,222582.58
2587,205585.47
2588,155493.04
2589,143411.74
2590,217320.11
2591,212388.18
2592,213094.96
2593,239797.48
2594,176040.7
2595,221391.71
2596,317407.0
2597,185266.37
2598,268109.24
2599,336580.47
2600,179774.45
2601,136766.11
2602,81713.92
2603,104826.03
2604,99823.69
2605,80178.05
2606,146852.41
2607,179686.33
2608,192341.38
2609,169171.34
2610,118632.54
2611,151013.25
2612,150967.65
2613,136705.84
2614,133224.06
2615,149031.3
2616,147943.5
2617,175139.22
2618,193034.11
2619,207730.4
2620,177798.98
2621,179368.41
2622,181981.76
2623,251789.68
2624,277778.35
2625,338288.0
2626,168393.26
2627,194055.22
2628,491327.66
2629,502058.84
2630,362773.07
2631,464022.93
2632,489085.43
2633,313565.64
2634,395729.05
2635,153450.76
2636,184387.12
2637,198255.63
2638,253079.79
2639,185679.04
2640,150162.48
2641,100076.9
2642,199037.36
2643,99750.87
2644,119800.62
2645,102037.08
2646,93532.09
2647,99114.84
2648,140358.15
2649,142678.66
2650,156792.19
2651,149417.41
2652,410846.12
2653,246373.01
2654,248738.35
2655,381406.31
2656,313375.03
2657,348042.55
2658,280960.3
2659,319396.77
2660,330684.03
2661,348990.01
2662,356072.56
2663,279665.06
2664,278914.62
2665,341096.63
2666,310319.55
2667,170507.87
2668,189688.56
2669,172243.17
2670,291599.04
2671,190083.02
2672,187568.61
2673,213351.23
2674,211662.71
2675,179472.93
2676,186346.24
2677,186403.36
2678,261130.35
2679,280090.69
2680,276664.95
2681,439876.83
2682,364157.53
2683,520003.78
2684,310468.39
2685,355597.79
2686,256655.6
2687,327734.7
2688,228102.4
2689,226853.82
2690,495930.31
2691,184372.68
2692,146936.17
2693,195677.98
2694,150734.76
2695,189385.71
2696,186478.76
2697,183621.7
2698,195147.97
2699,177108.86
2700,152934.65
2701,154093.91
2702,106830.15
2703,151286.39
2704,138560.76
2705,122818.5
2706,116697.17
2707,123719.97
2708,140914.99
2709,119403.03
2710,128319.75
2711,277936.59
2712,384715.01
2713,176634.71
2714,160818.89
2715,165366.47
2716,152063.11
2717,183373.0
2718,224055.45
2719,152638.62
2720,185315.02
2721,135097.13
2722,158070.08
2723,146719.25
2724,132770.98
2725,135643.68
2726,141673.36
2727,172423.17
2728,170227.11
2729,155279.33
2730,141546.82
2731,131957.36
2732,125489.37
2733,151375.06
2734,158095.39
2735,136805.52
2736,132586.66
2737,125103.28
2738,134780.21
2739,159644.45
2740,140450.96
2741,149374.85
2742,146963.39
2743,146230.21
2744,165262.32
2745,139889.99
2746,142654.05
2747,145365.71
2748,120473.28
2749,133276.24
2750,132400.52
2751,140040.78
2752,200942.27
2753,142869.7
2754,240638.79
2755,131179.5
2756,99571.16
2757,71009.35
2758,89511.41
2759,154720.43
2760,115434.5
2761,145365.38
2762,146619.27
2763,196276.66
2764,164469.97
2765,277075.45
2766,141210.84
2767,87960.47
2768,136810.52
2769,129287.72
2770,160046.54
2771,115429.12
2772,119379.66
2773,143355.44
2774,128833.17
2775,117435.98
2776,140777.56
2777,161415.39
2778,122370.94
2779,128949.58
2780,96430.87
2781,101335.65
2782,95429.17
2783,92294.44
2784,126411.06
2785,129157.58
2786,76747.27
2787,124286.75
2788,75549.31
2789,193313.99
2790,101283.71
2791,108983.85
2792,69312.61
2793,163600.6
2794,101291.67
2795,111035.91
2796,96506.98
2797,200722.56
2798,102568.04
2799,106017.35
2800,75835.16
2801,116355.02
2802,137015.82
2803,176379.63
2804,146510.47
2805,107570.47
2806,83118.21
2807,169817.29
2808,144977.4
2809,134326.25
2810,130263.84
2811,140205.22
2812,149944.59
2813,172375.0
2814,170856.41
2815,110233.0
2816,225170.06
2817,135707.59
2818,132316.55
2819,175785.83
2820,130841.92
2821,106782.55
2822,194677.81
2823,263413.26
2824,179855.12
2825,162061.92
2826,130151.63
2827,140330.3
2828,219149.62
2829,181065.46
2830,226236.82
2831,176104.94
2832,236874.2
2833,305238.79
2834,208931.57
2835,210158.05
2836,188444.72
2837,158751.61
2838,145654.91
2839,178685.66
2840,215070.54
2841,201408.89
2842,215280.58
2843,141763.05
2844,154505.22
2845,125297.14
2846,207187.66
2847,195169.27
2848,239008.98
2849,205827.71
2850,285930.72
2851,232706.61
2852,244172.5
2853,229523.64
2854,142532.0
2855,211124.23
2856,199560.96
2857,188444.72
2858,210085.36
2859,123337.39
2860,132638.03
2861,124714.97
2862,193460.8
2863,135974.03
2864,263528.8
2865,146614.21
2866,149891.03
2867,99277.61
2868,96157.74
2869,108810.89
2870,123183.41
2871,104603.83
2872,56658.1
2873,106187.8
2874,132384.35
2875,114993.37
2876,164203.92
2877,138141.03
2878,169885.19
2879,136823.13
2880,103097.27
2881,148149.0
2882,159994.48
2883,185615.23
2884,203000.45
2885,192424.77
2886,224268.91
2887,102780.56
2888,134772.2
2889,64853.42
2890,87925.54
2891,129477.12
2892,58485.57
2893,95774.42
2894,64842.65
2895,332993.38
2896,301505.05
2897,209135.65
2898,154156.87
2899,240201.04
2900,153018.25
2901,196021.74
2902,183509.49
2903,338831.3
2904,351126.88
2905,91771.19
2906,215495.08
2907,110328.51
2908,137764.29
2909,139810.32
2910,98008.48
2911,81713.92
2912,145859.0
2913,85501.49
2914,82914.71
2915,89893.34
2916,79531.57
2917,160579.55
2918,126691.74
2919,238602.97
